,Species,Gene,GeneName,Ala,Arg,Asn,Asp,Cys,Gln,Glu,Gly,His,Ile,Leu,Lys,Met,Phe,Pro,Ser,Thr,Trp,Tyr,Val
367,[Microcerotermes sp. B TB-2017],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,6,4,10,22,1,18,56,6,6,44,9,31,9,6,19,28
368,[Melanozosteria nitida],ND1,NADH dehydrogenase subunit 1 ,16,7,12,4,5,4,10,20,1,29,52,9,10,43,9,26,11,6,17,18
369,[Paratemnopteryx couloniana],ND1,NADH dehydrogenase subunit 1 ,15,7,9,4,4,4,11,20,1,19,51,9,11,43,9,32,11,6,16,26
370,[Aderitotermes sp. BDIT109],ND1,NADH dehydrogenase subunit 1 ,14,7,6,5,5,4,10,22,1,20,50,8,6,43,9,29,8,6,20,28
371,[Platyzosteria sp. AUS3],ND1,NADH dehydrogenase subunit 1 ,15,7,12,4,5,4,10,19,1,26,51,9,12,42,9,26,12,6,19,16
372,[Alyscotermes sp. SAF6],ND1,NADH dehydrogenase subunit 1 ,14,7,6,5,5,4,10,21,1,22,52,6,6,41,9,32,9,6,20,26
373,[Astalotermes sp. B TB-2017],ND1,NADH dehydrogenase subunit 1 ,15,7,6,5,6,4,10,21,1,22,50,5,7,41,9,33,9,6,19,25
374,[Aderitotermes sp. TB-2014],ND1,NADH dehydrogenase subunit 1 ,13,7,6,5,5,4,11,23,1,20,56,6,6,45,9,32,8,6,20,30
375,[Cubitermes fulvus],ND1,NADH dehydrogenase subunit 1 ,16,7,7,4,5,4,10,21,1,20,52,7,6,45,9,30,8,6,20,24
376,[Procapritermes martyni],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,4,4,10,21,1,18,55,7,6,46,9,33,9,6,21,25
377,[Nasutitermes longinasus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,22,1,25,53,6,6,45,9,33,7,6,20,22
378,[Leucopitermes leucops],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,21,1,22,56,8,7,41,9,31,7,6,20,22
379,[Atlantitermes snyderi],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,23,53,8,6,44,9,30,8,6,20,24
380,[Mirocapritermes sp. 1 TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,6,4,10,22,1,22,55,5,6,46,9,33,9,6,20,20
381,[Mirocapritermes sp. 2 TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,5,4,10,22,1,24,55,7,6,46,9,30,10,6,21,20
382,[Mirocapritermes connectens],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,6,4,10,22,1,22,55,6,6,46,9,32,9,6,20,20
383,[Dihoplotermes sp. A TB-2017],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,6,4,10,22,1,22,55,7,6,41,9,30,9,6,20,22
384,[Hospitalitermes medioflavus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,20,1,24,54,7,6,43,9,33,7,6,20,25
385,[Microcerotermes serrula],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,22,1,21,55,7,6,45,9,30,9,6,20,25
386,[Amitermes sp. 5 TB-2017],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,21,1,23,54,7,6,40,9,32,9,6,21,22
387,[Eurycotis floridana],ND1,NADH dehydrogenase subunit 1 ,15,7,11,4,6,4,10,19,1,23,57,9,11,41,9,26,11,6,20,18
388,[Paranauphoeta circumdata],ND1,NADH dehydrogenase subunit 1 ,12,7,10,4,4,4,10,18,1,25,55,10,12,39,9,33,13,6,20,17
389,[Nasutitermes nr. perparvus TB-2014],ND1,NADH dehydrogenase subunit 1 ,15,7,7,5,5,4,10,21,1,23,57,6,6,46,9,33,7,6,20,25
390,[Apicotermitinae gen. A sp. TB-2017],ND1,NADH dehydrogenase subunit 1 ,14,7,6,5,5,4,10,21,1,20,52,6,6,42,9,33,7,6,20,28
391,[Isognathotermes ugandensis],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,22,52,6,8,46,9,31,9,6,20,23
392,[Pericapritermes dolichocephalus],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,5,4,10,22,1,22,54,7,6,46,9,31,9,6,21,20
393,[Procapritermes sp. 1 TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,6,4,10,22,1,21,55,7,6,46,9,31,9,6,20,20
394,[Sinocapritermes sp. 1 TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,6,4,10,22,1,23,55,6,6,46,9,32,9,6,20,20
395,[Amalotermes phaeocephalus],ND1,NADH dehydrogenase subunit 1 ,13,7,6,5,5,4,10,22,1,19,54,6,6,41,9,32,8,6,20,28
396,[Galiblatta cribrosa],ND1,NADH dehydrogenase subunit 1 ,13,7,8,6,4,4,11,20,1,26,56,9,14,38,9,32,15,6,18,13
397,[Hospitalitermes sp. C TB-2017],ND1,NADH dehydrogenase subunit 1 ,15,7,6,4,6,4,10,22,1,25,54,8,6,43,9,31,7,6,19,23
398,[Sinocapritermes mushae],ND1,NADH dehydrogenase subunit 1 ,13,7,7,5,6,4,10,22,1,25,57,7,6,48,9,30,10,6,21,19
399,[Procapritermes sp. C TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,5,4,10,22,1,18,55,6,6,44,9,32,10,6,21,22
400,[Pericapritermes latignathus],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,5,4,10,22,1,23,54,7,6,46,9,31,9,6,21,19
401,[Eurycotis sp. B074],ND1,NADH dehydrogenase subunit 1 ,15,7,11,4,6,4,9,20,1,24,57,7,11,41,9,27,11,6,19,19
402,[Ectobiidae sp. BB],ND1,NADH dehydrogenase subunit 1 ,14,7,10,4,4,4,10,19,1,23,55,9,10,43,9,34,11,6,18,20
403,[Occasitermes occasus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,21,53,7,6,43,9,32,7,6,20,24
404,[Anoplotermes sp. BRA025],ND1,NADH dehydrogenase subunit 1 ,13,7,6,5,4,4,10,21,1,22,55,7,6,42,9,33,9,6,21,23
405,[Euhamitermes hamatus],ND1,NADH dehydrogenase subunit 1 ,17,7,6,5,6,4,10,20,1,18,53,6,6,43,9,29,9,6,20,27
406,[Eurycotis decipiens],ND1,NADH dehydrogenase subunit 1 ,15,7,12,4,5,4,10,20,1,23,55,9,15,37,9,25,10,6,19,17
407,[Aparatermes sp. A TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,6,5,4,4,10,21,1,21,55,7,6,42,9,33,9,6,21,24
408,[Eurycotis opaca],ND1,NADH dehydrogenase subunit 1 ,15,7,11,4,5,4,10,19,2,22,57,9,11,40,9,26,11,6,20,18
409,[Pycnoscelus sp. B103],ND1,NADH dehydrogenase subunit 1 ,13,7,10,4,5,4,10,19,1,23,57,9,8,37,9,34,11,6,19,19
410,[Procubitermes undulans],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,5,4,10,22,1,18,57,7,6,44,9,29,10,6,19,28
411,[Amitermes sp. E TB-2017],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,19,1,24,53,6,6,40,9,33,10,6,21,23
412,[Trinervitermes sp. A TB-2017],ND1,NADH dehydrogenase subunit 1 ,15,7,7,5,5,4,9,21,1,23,53,7,7,42,9,32,7,6,20,22
413,[Bulbitermes nr. laticephalus THAI100],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,28,55,6,6,42,9,33,7,6,21,19
414,[Termes rostratus],ND1,NADH dehydrogenase subunit 1 ,14,7,6,4,4,4,10,22,1,19,54,7,6,43,9,33,9,6,21,25
415,[Nasutitermes banksi],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,4,4,10,21,1,22,56,7,6,43,9,33,7,6,20,22
416,[Araujotermes parvellus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,29,53,6,6,43,9,33,7,6,20,20
417,[Lophotermes septentrionalis],ND1,NADH dehydrogenase subunit 1 ,14,7,6,4,5,4,10,22,1,22,56,8,6,41,9,32,9,6,20,22
418,[Procapritermes sp. G TB-2017],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,23,55,6,5,46,9,32,9,6,21,20
419,[Parrhinotermes microdentiformis],ND1,NADH dehydrogenase subunit 1 ,15,7,7,6,5,4,9,23,1,18,52,7,5,54,9,31,8,6,20,27
420,[Agnathotermes crassinasus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,26,55,6,7,42,9,33,7,6,20,20
421,[Neostylopyga rhombifolia],ND1,NADH dehydrogenase subunit 1 ,16,7,8,4,5,4,12,23,1,21,51,7,11,48,9,28,13,6,17,24
422,[Nasutitermes octopilis],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,4,4,10,21,1,20,56,6,6,43,9,34,7,6,20,25
423,[Nasutitermes exitiosus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,20,55,8,6,42,9,32,7,6,19,24
424,[Nasutitermes sp. AUS97],ND1,NADH dehydrogenase subunit 1 ,16,7,7,4,5,4,10,21,1,22,53,6,6,43,9,32,7,6,20,23
425,[Globitermes globosus],ND1,NADH dehydrogenase subunit 1 ,14,7,6,5,5,4,10,21,1,19,55,6,6,44,9,34,8,6,20,24
426,[Cubitermes oblectatus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,19,50,7,7,44,9,30,9,6,20,25
427,[Nasutitermes longipennis],ND1,NADH dehydrogenase subunit 1 ,16,7,7,4,4,4,10,21,1,21,54,8,7,42,9,32,7,6,20,22
428,[Hospitalitermes hospitalis],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,20,1,24,54,6,6,43,9,34,7,6,20,25
429,[Homallotermes foraminifer],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,23,1,21,56,6,6,45,9,30,9,6,21,20
430,[Nasutitermes similis],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,4,4,10,21,1,20,55,6,7,43,9,34,7,6,20,25
431,[Pericapritermes sp. G TB-2017],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,21,1,22,56,6,6,45,9,32,9,6,21,20
432,[Parcoblatta uhleriana],ND1,NADH dehydrogenase subunit 1 ,14,7,9,4,4,4,11,19,1,29,48,9,15,41,9,30,12,6,18,21
433,[Atlantitermes oculatissimus],ND1,NADH dehydrogenase subunit 1 ,16,7,7,4,5,4,10,21,1,26,54,5,5,43,9,33,7,6,20,22
434,[Polyspathotermes sulcifrons],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,20,50,7,7,44,9,30,9,6,20,24
435,[Nasutitermes exitiosus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,4,4,10,21,1,20,55,8,6,42,9,32,7,6,20,24
436,[Cavitermes parmae],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,23,1,22,56,6,7,39,9,30,9,6,21,22
437,[Incisitermes minor],ND1,NADH dehydrogenase subunit 1 ,12,7,8,6,7,4,11,23,1,20,63,4,4,44,9,32,8,6,19,24
438,[Termes comis],ND1,NADH dehydrogenase subunit 1 ,14,7,6,4,4,4,10,22,1,21,55,7,6,42,9,33,9,6,21,24
439,[Cubitermes sp. A TB-2017],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,21,1,22,52,5,8,46,9,32,9,6,20,23
440,[Bulbitermes singaporiensis],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,20,1,22,53,7,7,42,9,34,7,6,19,23
441,[Microcerotermes sp. G689],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,22,1,20,57,5,6,45,9,32,9,6,20,23
442,[Microcerotermes parvus],ND1,NADH dehydrogenase subunit 1 ,15,7,7,4,5,4,10,22,1,20,58,6,6,42,9,30,9,6,20,21
443,[Pericapritermes sp. 3 TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,7,4,5,4,10,22,1,21,53,7,7,45,9,31,9,6,21,20
444,[Microcerotermes havilandi],ND1,NADH dehydrogenase subunit 1 ,14,7,7,4,5,4,10,22,1,21,57,5,6,43,9,32,9,6,20,25
445,[Anoplotermes group sp. 1 TB-2017],ND1,NADH dehydrogenase subunit 1 ,13,7,6,5,4,4,10,21,1,21,54,8,6,40,9,32,9,6,21,24
446,[Platyzosteria sp. AUS3],ND2,NADH dehydrogenase subunit 2 ,11,2,18,1,2,7,8,17,5,50,51,12,32,18,10,37,19,9,13,13
447,[Cryptocercus kyebangensis],ND2,NADH dehydrogenase subunit 2 ,9,2,28,2,2,5,7,12,3,42,35,15,57,20,13,33,27,9,13,8
448,[Melanozosteria sp. Cairns, Australia],ND2,NADH dehydrogenase subunit 2 ,10,2,19,2,3,6,8,14,2,54,53,13,33,20,12,39,15,10,12,7
449,[Polyzosteria viridissima],ND2,NADH dehydrogenase subunit 2 ,12,2,20,1,2,7,8,15,2,43,46,11,39,20,13,37,23,9,14,11
450,[Eurycotis floridana],ND2,NADH dehydrogenase subunit 2 ,9,2,22,0,3,7,8,17,4,49,48,12,29,23,10,37,24,10,12,9
451,[Periplaneta australasiae],ND2,NADH dehydrogenase subunit 2 ,11,2,22,0,2,7,7,18,3,50,48,10,33,20,9,37,19,10,15,12
452,[Periplaneta australasiae],ND2,NADH dehydrogenase subunit 2 ,11,2,24,0,2,7,7,18,3,51,48,11,32,20,9,38,22,10,15,12
453,[Periplaneta brunnea],ND2,NADH dehydrogenase subunit 2 ,10,2,22,0,2,7,7,17,3,51,48,11,33,18,10,44,23,10,15,9
454,[Mastotermes darwiniensis],ND2,NADH dehydrogenase subunit 2 ,14,2,15,1,4,7,9,16,4,32,58,15,26,24,11,43,24,10,13,14
455,[Byrsotria rothi],ND2,NADH dehydrogenase subunit 2 ,11,2,16,3,2,8,6,14,3,54,47,12,25,19,10,41,20,9,17,14
456,[Zootermopsis angusticollis],ND2,NADH dehydrogenase subunit 2 ,13,2,18,5,1,8,9,18,3,30,45,17,39,12,11,36,33,9,12,18
457,[Cosmozosteria sp. B117],ND2,NADH dehydrogenase subunit 2 ,12,2,22,1,2,7,9,14,4,52,46,11,33,20,12,36,16,9,15,12
458,[Microhodotermes viator],ND2,NADH dehydrogenase subunit 2 ,18,2,25,2,4,8,7,14,4,36,43,13,35,14,14,38,32,9,11,14
459,[Heterotermes cf. occiduus 3.12.2.AUS],ND2,NADH dehydrogenase subunit 2 ,20,1,18,2,3,6,9,17,3,33,45,17,34,17,13,39,29,9,11,19
460,[Parcoblatta uhleriana],ND2,NADH dehydrogenase subunit 2 ,9,2,21,2,3,8,4,14,4,45,51,9,23,27,10,42,25,9,12,15
461,[Nauphoeta cinerea],ND2,NADH dehydrogenase subunit 2 ,14,2,15,4,3,8,7,14,2,42,62,11,25,20,10,35,26,9,12,13
462,[Panesthia sp. Salganea],ND2,NADH dehydrogenase subunit 2 ,13,2,19,1,1,7,8,14,2,53,48,10,27,22,9,45,22,11,13,10
463,[Nauphoeta cinerea],ND2,NADH dehydrogenase subunit 2 ,14,2,16,4,3,8,7,14,2,42,62,12,26,20,10,37,26,9,14,13
464,[Cryptocercus hirtus],ND2,NADH dehydrogenase subunit 2 ,11,2,23,1,2,5,8,14,3,38,38,14,54,21,10,34,27,9,11,10
465,[Heterotermes platycephalus],ND2,NADH dehydrogenase subunit 2 ,20,1,18,2,3,6,9,17,3,33,49,17,33,15,12,37,31,9,11,19
466,[Methana sp. AUS1],ND2,NADH dehydrogenase subunit 2 ,11,2,20,0,1,7,9,15,3,50,45,13,36,20,11,41,19,10,14,8
467,[Eurycotis opaca],ND2,NADH dehydrogenase subunit 2 ,11,2,23,0,3,7,8,16,3,50,48,13,27,23,10,35,21,10,13,12
468,[Heterotermes cf. paradoxus AUS88],ND2,NADH dehydrogenase subunit 2 ,19,1,18,2,3,6,9,17,3,31,46,17,34,16,13,40,31,9,11,19
469,[Periplaneta americana],ND2,NADH dehydrogenase subunit 2 ,9,2,22,1,3,7,9,16,5,45,49,12,33,20,10,37,28,10,13,10
470,[Byrsotria cabrerai],ND2,NADH dehydrogenase subunit 2 ,12,2,17,2,2,8,6,14,3,53,48,12,22,19,10,41,19,9,17,17
471,[Zootermopsis nevadensis],ND2,NADH dehydrogenase subunit 2 ,13,2,21,4,1,8,11,17,4,30,45,18,43,12,11,32,33,9,11,16
472,partial [Prorhinotermes simplex],ND2,NADH dehydrogenase subunit 2 ,19,1,18,0,3,6,10,17,2,31,49,15,26,15,12,38,44,9,11,18
473,[Heterotermes sp. SLC-2012],ND2,NADH dehydrogenase subunit 2 ,18,1,18,2,3,6,9,17,3,29,47,17,34,16,13,38,32,9,11,22
474,[Byrsotria sp. B018],ND2,NADH dehydrogenase subunit 2 ,9,2,17,2,2,8,7,14,4,52,46,11,28,22,11,41,22,9,15,10
475,[Byrsotria fumigata],ND2,NADH dehydrogenase subunit 2 ,9,2,18,1,2,8,7,14,4,52,46,11,28,22,11,41,22,9,15,10
476,[Symploce macroptera],ND2,NADH dehydrogenase subunit 2 ,10,2,18,2,2,7,7,15,4,41,54,9,29,23,11,40,27,9,12,11
477,[Heterotermes validus],ND2,NADH dehydrogenase subunit 2 ,18,1,20,2,3,6,9,16,3,32,47,17,33,16,12,38,31,9,11,21
478,[Phoetalia pallida],ND2,NADH dehydrogenase subunit 2 ,12,2,18,0,1,8,8,13,4,54,54,9,18,23,9,44,17,9,12,17
479,[Eurycotis decipiens],ND2,NADH dehydrogenase subunit 2 ,11,3,23,0,3,6,8,17,2,52,51,13,31,23,10,33,19,10,13,7
480,[Dolichorhinotermes longilabius],ND2,NADH dehydrogenase subunit 2 ,18,1,20,0,4,7,10,15,3,26,45,15,39,14,12,37,35,10,12,20
481,[Cryptocercus meridianus],ND2,NADH dehydrogenase subunit 2 ,9,2,24,1,2,5,9,12,3,42,40,14,54,18,10,34,27,9,13,7
482,[Neostylopyga rhombifolia],ND2,NADH dehydrogenase subunit 2 ,10,2,19,2,3,7,7,15,5,56,45,12,38,18,10,38,18,10,13,6
483,[Cryptocercus meridianus],ND2,NADH dehydrogenase subunit 2 ,9,2,26,1,2,5,9,12,3,43,40,15,54,18,12,34,28,9,13,7
484,[Asiablatta kyotensis],ND2,NADH dehydrogenase subunit 2 ,11,2,19,4,3,8,4,14,3,45,51,9,26,23,11,42,22,9,15,14
485,[Ectobiidae sp. BB],ND2,NADH dehydrogenase subunit 2 ,10,2,17,2,2,7,7,15,4,46,56,11,22,25,11,42,21,9,12,13
486,[Blattella asahinai],ND2,NADH dehydrogenase subunit 2 ,9,2,17,2,2,8,7,16,4,48,52,10,26,24,11,46,20,9,12,9
487,[Ellipsidion sp. BLA050],ND2,NADH dehydrogenase subunit 2 ,12,2,19,1,1,6,8,14,4,33,52,13,43,16,10,34,25,10,15,15
488,[Parrhinotermes browni],ND2,NADH dehydrogenase subunit 2 ,21,1,19,0,4,8,9,15,3,26,49,16,35,12,11,37,36,9,13,21
489,[Tryonicus parvus],ND2,NADH dehydrogenase subunit 2 ,11,2,14,2,3,7,6,18,3,33,53,15,32,20,12,37,25,11,14,15
490,[Blattella bisignata],ND2,NADH dehydrogenase subunit 2 ,9,2,20,2,2,8,7,17,4,50,52,11,26,25,11,47,21,9,11,7
491,[Parrhinotermes sp. B MW-2019],ND2,NADH dehydrogenase subunit 2 ,17,1,21,0,4,7,10,16,3,24,48,15,38,13,13,38,37,9,11,18
492,[Melanozosteria nitida],ND2,NADH dehydrogenase subunit 2 ,11,2,23,0,2,7,7,16,3,49,50,12,35,19,13,39,17,9,12,9
493,[Blattella germanica],ND2,ND2 gene product ,9,2,19,2,2,8,7,16,4,48,52,11,26,24,11,48,21,9,12,10
494,[Neostylopyga rhombifolia],ND2,NADH dehydrogenase subunit 2 ,11,2,21,2,3,7,7,15,4,54,45,13,37,18,10,39,20,10,14,9
495,[Heterotermes cf. paradoxus AUS121],ND2,NADH dehydrogenase subunit 2 ,18,1,19,2,3,6,9,17,3,31,47,16,34,16,13,37,31,9,11,22
496,[Blaptica dubia],ND2,NADH dehydrogenase subunit 2 ,9,2,17,3,2,7,6,14,4,44,53,12,24,23,10,49,18,12,14,12
497,[Blaptica dubia],ND2,NADH dehydrogenase subunit 2 ,9,2,18,3,2,7,6,14,4,45,53,12,24,24,10,51,18,12,14,12
498,[Paranauphoeta circumdata],ND2,NADH dehydrogenase subunit 2 ,12,2,14,2,1,8,7,16,3,47,55,7,28,20,14,39,23,9,15,11
499,[Nasutitermes triodiae],ND2,NADH dehydrogenase subunit 2 ,17,1,20,1,3,5,11,16,3,30,51,15,28,15,12,38,34,9,11,23
500,[Blattella lituricollis],ND2,NADH dehydrogenase subunit 2 ,9,2,17,2,2,8,7,16,4,49,53,10,27,24,11,46,19,9,12,7
501,[Heterotermes cf. occiduus 3.15.2AUS],ND2,NADH dehydrogenase subunit 2 ,19,1,19,2,3,6,8,17,3,30,46,17,34,17,13,37,34,9,11,19
502,[Parrhinotermes aequalis],ND2,NADH dehydrogenase subunit 2 ,16,1,19,0,4,7,10,16,3,26,50,15,37,12,13,40,38,9,11,16
503,[Blattodea sp. MT-2014],ND2,NADH dehydrogenase subunit 2 ,12,2,27,0,1,6,6,14,7,37,54,12,35,22,11,36,25,9,9,15
504,[Laxta sp. BLA048],ND2,NADH dehydrogenase subunit 2 ,10,2,16,1,4,8,8,12,2,43,53,12,38,20,11,43,20,10,12,10
505,[Nasutitermes sp. FG-ND2-30],ND2,NADH dehydrogenase subunit 2 ,17,1,19,1,3,5,11,16,3,29,52,16,25,14,12,36,39,9,11,24
506,[Blatta orientalis],ND2,NADH dehydrogenase subunit 2 ,9,2,19,1,3,7,10,14,3,50,52,10,33,18,11,37,19,11,15,11
507,[Reticulitermes grassei],ND2,NADH dehydrogenase subunit 2 ,17,1,16,1,3,5,12,18,2,27,49,17,34,16,13,38,34,9,12,21
508,[Reticulitermes lucifugus],ND2,NADH dehydrogenase subunit 2 ,17,1,16,2,3,6,11,17,2,31,48,17,31,16,12,40,36,9,12,18
509,[Procubitermes undulans],ND2,NADH dehydrogenase subunit 2 ,20,1,25,3,3,6,8,16,2,31,51,16,26,15,12,36,31,10,11,20
510,[Rhyparobia sp. B054],ND2,NADH dehydrogenase subunit 2 ,11,2,20,2,2,8,7,15,2,50,57,10,21,25,9,45,23,9,11,5
511,[Glyptotermes sp. A TB-2014],ND2,NADH dehydrogenase subunit 2 ,11,2,19,1,2,8,6,16,4,28,46,13,38,13,11,45,35,9,13,19
512,[Glyptotermes sp. C TB-2014],ND2,NADH dehydrogenase subunit 2 ,12,2,21,1,3,6,5,15,5,31,56,15,34,13,11,37,33,11,11,17
513,[Reticulitermes tibialis],ND2,NADH dehydrogenase subunit 2 ,19,1,15,2,3,6,11,16,3,31,48,18,31,16,12,40,36,9,11,17
514,[Apilitermes longiceps],ND2,NADH dehydrogenase subunit 2 ,18,1,21,3,2,6,8,16,3,33,48,17,31,15,13,34,33,10,11,19
515,[Rhyparobia grandis],ND2,NADH dehydrogenase subunit 2 ,11,2,20,2,2,8,7,15,2,52,58,11,23,22,10,42,20,9,13,5
516,[Reticulitermes tibialis],ND2,NADH dehydrogenase subunit 2 ,19,1,15,2,3,6,11,16,3,31,48,18,32,16,12,40,36,9,11,16
517,[Globitermes globosus],ND2,NADH dehydrogenase subunit 2 ,18,1,23,1,3,5,10,17,2,31,51,16,29,14,14,34,35,9,11,19
518,[Bulbitermes singaporiensis],ND2,NADH dehydrogenase subunit 2 ,18,1,20,1,3,5,11,16,3,29,51,15,29,14,11,39,37,9,11,20
519,[Coptotermes michaelseni],ND2,NADH dehydrogenase subunit 2 ,17,1,19,2,3,6,8,17,3,30,47,17,34,15,14,38,33,9,11,21
520,[Schedorhinotermes sarawakensis],ND2,NADH dehydrogenase subunit 2 ,20,1,19,0,4,7,10,14,4,22,48,15,29,16,12,41,43,9,10,19
521,[Anhangatermes macarthuri],ND2,NADH dehydrogenase subunit 2 ,16,1,21,1,3,5,11,15,3,31,53,16,27,14,10,38,37,9,11,21
522,[Tumulitermes pastinator],ND2,NADH dehydrogenase subunit 2 ,18,1,20,1,3,5,11,16,3,31,51,16,25,15,13,36,35,9,11,23
523,[Postsubulitermes parviconstrictus],ND2,NADH dehydrogenase subunit 2 ,18,1,22,1,3,5,11,16,3,29,52,16,27,15,12,38,35,9,11,19
524,[Neotermes sp. A TB-2014],ND2,NADH dehydrogenase subunit 2 ,16,2,22,0,3,8,7,18,4,32,45,15,38,13,12,37,35,10,10,13
525,[Nasutitermes triodiae],ND2,NADH dehydrogenase subunit 2 ,17,1,20,1,3,5,11,16,3,31,51,15,25,15,13,37,36,9,11,23
526,[Coptotermes gestroi],ND2,NADH dehydrogenase subunit 2 ,17,1,19,2,3,6,9,17,3,28,48,16,33,14,14,38,35,9,11,22
527,[Embiratermes neotenicus],ND2,NADH dehydrogenase subunit 2 ,19,1,21,1,3,5,10,17,3,34,55,16,27,15,11,31,30,9,11,17
528,[Embiratermes neotenicus],ND2,NADH dehydrogenase subunit 2 ,19,1,22,1,3,5,10,17,3,35,55,17,27,15,12,33,31,9,11,17
529,[Coptotermes amanii],ND2,NADH dehydrogenase subunit 2 ,16,1,19,3,3,6,8,17,3,32,48,17,33,15,12,37,36,9,11,19
530,[Pseudacanthotermes spiniger],ND3,NADH dehydrogenase subunit 3 ,5,3,7,3,1,1,6,3,1,12,13,5,14,8,5,11,9,3,1,4
531,[Alyscotermes sp. SAF6],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,14,18,5,13,8,5,13,6,3,1,3
532,[Alyscotermes kilimandjaricus],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,14,19,5,12,8,5,13,6,3,1,3
533,[Odontotermes sp. E TB-2017],ND3,NADH dehydrogenase subunit 3 ,5,3,4,3,1,1,7,3,1,12,13,5,16,8,5,13,9,3,1,4
534,[Cyrilliotermes sp. BRA012],ND3,NADH dehydrogenase subunit 3 ,8,3,5,3,1,1,6,3,1,12,15,5,13,8,5,13,7,3,1,4
535,[Astratotermes sp. RDCT147],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,14,16,5,13,10,5,13,6,3,1,3
536,[Procapritermes sp. A TB-2017],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,2,14,15,5,11,8,5,13,8,3,1,5
537,[Microtermes sp. BDIT051],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,14,14,5,10,8,5,13,12,3,1,3
538,[Odontotermes longignathus],ND3,NADH dehydrogenase subunit 3 ,6,3,4,3,1,1,7,3,1,12,14,5,15,8,5,13,8,3,1,4
539,[Astalotermes cf. obstructus RDCT140],ND3,NADH dehydrogenase subunit 3 ,5,3,5,3,1,1,6,3,1,14,16,5,14,8,5,13,7,3,1,3
540,[Euphyllodromia sp. Z257],ND3,NADH dehydrogenase subunit 3 ,4,3,5,3,1,2,5,3,1,14,15,6,13,8,4,11,6,3,2,4
541,[Odontotermes javanicus],ND3,NADH dehydrogenase subunit 3 ,5,3,4,3,1,1,7,3,1,11,15,5,13,8,5,13,10,3,1,5
542,[Compositermes vindai],ND3,NADH dehydrogenase subunit 3 ,6,3,5,3,1,1,6,3,1,13,15,5,13,8,5,13,8,3,1,4
543,[Hypotermes makhamensis],ND3,NADH dehydrogenase subunit 3 ,8,3,4,3,1,1,7,3,1,12,13,5,14,8,5,13,7,3,1,5
