Species	Sociality	Subs	Value
B023_Elliptorhina_javanica_1	0	G_A_norm	0.0943782576321668
B029_Gromphadorhina_grandidieri_1	0	G_A_norm	1.77625
B031_Gromphadorhina_oblongonota_1	0	G_A_norm	1.40712682379349
B034_Gyna_caffrorum_1	0	G_A_norm	0
B035_Gyna_capucina_1	0	G_A_norm	0
B041_Nauphoeta_cinerea_1	0	G_A_norm	0.0741326108226086
B044_Panchlora_nivea_1	0	G_A_norm	0
B046_Phoetalia_pallida_1	0	G_A_norm	0
B048_Pycnoscelus_femapterus_1	0	G_A_norm	0
B050_Pycnoscelus_nigra_1	0	G_A_norm	0.487887596899225
B052_Pycnoscelus_surinamensis_1	0	G_A_norm	3.55714285714286
B053_Rhyparobia_maderae_1	0	G_A_norm	1.5780998389694
B054_Rhyparobia_sp._1	0	G_A_norm	0.595628415300546
B055_Schultesia_lampyridiformis_1	0	G_A_norm	0
B056_Blaptica_dubia_1	0	G_A_norm	0
B058_Asiablatta_kyotensis_1	0	G_A_norm	0.406130268199234
B061_Paratemnopteryx_couloniana_1	0	G_A_norm	0.144464720194647
B062_Parcoblatta_divisa_1	0	G_A_norm	0.753968253968254
B063_Parcoblatta_lata_1	0	G_A_norm	0.215672676837725
B064_Parcoblatta_pennsylvanica_1	0	G_A_norm	0.688888888888889
B066_Symploce_macroptera_1	0	G_A_norm	0.333684950773558
B067_Symploce_pallens_1	0	G_A_norm	0.300260247234873
B068_Blatta_orientalis_1	0	G_A_norm	0
B069_Deropeltis_paulinoi_1	0	G_A_norm	0
B071_Eurycotis_decipiens_1	0	G_A_norm	0.473997833152763
B072_Eurycotis_floridana_1	0	G_A_norm	0.224001912502988
B073_Eurycotis_opaca_Sunset_1	0	G_A_norm	0
B074_Eurycotis_sp._1	0	G_A_norm	0.389677419354839
B075_Neostylopyga_rhombifolia_1	0	G_A_norm	0
B077_Periplaneta_australasiae_1	0	G_A_norm	0
B078_Periplaneta_brunnea_1	0	G_A_norm	0
B080_Shelfordella_lateralis_1	0	G_A_norm	0
B082_Ischnoptera_bilunata_1	0	G_A_norm	0
B083_Ischnoptera_deropeltiformis_1	0	G_A_norm	0.129251700680272
B084_Ischnoptera_sp._1	0	G_A_norm	0
B086_Ergaula_capucina_1	0	G_A_norm	0.385894610298537
B088_Polyphaga_aegyptiaca_1	0	G_A_norm	0
B089_Therea_olegrandjeani_1	0	G_A_norm	0
B090_Therea_petiveriana_1	0	G_A_norm	0.671195652173913
B091_Therea_regularis_1	0	G_A_norm	0.327733860342556
B094_Heterogamodes_hebraica_1	0	G_A_norm	0
B096_Lobopterella_dimidiatipes_1	0	G_A_norm	0
B097_Arenivaga_cf._1	0	G_A_norm	0
B099_Parcoblatta_fulvescens_1	0	G_A_norm	0
B100_Parcoblatta_uhleriana_1	0	G_A_norm	0.576344086021505
B101_Parcoblatta_bolliana_1	0	G_A_norm	0.264150943396226
B103_Pycnoscelus_sp._1	0	G_A_norm	3.39219015280136
B107_Neolaxta_mackerrasae_1	0	G_A_norm	0.251374705420267
B115_Macropanesthia_rhinoceros_1	0	G_A_norm	0.490492359932088
B122_Platyzosteria_nitida_1	0	G_A_norm	0
B124_Tryonicus_mackerrasae_1	0	G_A_norm	0
BA2929_NODE_6_length_15590_cov_330713_ID_1249685_1	1	G_A_norm	0.274794034831578
BA3121_NODE_84_length_15754_cov_340293_ID_1927933_1	1	G_A_norm	0.0268280597437531
Balta_sp._1	0	G_A_norm	0
BB_Ectobiidae_1	0	G_A_norm	0.114583333333333
BBI_Blattella_bisignata_1	0	G_A_norm	1.00969827586207
BDIT020_Microtermes_sp_Burundi_1	2	G_A_norm	1.04072198987453
BDIT022_Microcerotermes_parvus_1	2	G_A_norm	0.50352733686067
BDIT023_Pseudacanthotermes_spiniger_Burundi_1	2	G_A_norm	0
BDIT026_Promirotermes_pygmaeus_1	2	G_A_norm	0.113463414634146
BDIT034_Termes_hospes_1	2	G_A_norm	0.571471501552639
BDIT037_Furculitermes_soyeri_1	2	G_A_norm	0.792933505193722
BDIT041_Nasutitermes_arborum_1	2	G_A_norm	0.79448275862069
BDIT049_Aderitotermes_sp.2_1	2	G_A_norm	0.215900383141762
BDIT051_Microtermes_sp_Burundi_1	2	G_A_norm	0.529158157476742
BDIT061_Alyscotermes_kilimandjaricus_1	2	G_A_norm	0.451363451363451
BDIT062_Acholotermes_chirotus_1	2	G_A_norm	0.11820987654321
BDIT064_Macrotermes_sp.A_1	2	G_A_norm	1.32491389207807
BDIT069_Cubitermes_nr_fulvus_1	2	G_A_norm	0.232118758434548
BDIT073_Promirotermes_sp.A_1	2	G_A_norm	0.604026343361772
BDIT074_Aderitotermes_fossor_1	2	G_A_norm	0.109326923076923
BDIT075_Cubitermes_fulvus_1	2	G_A_norm	1.06278464541314
BDIT076_Apicotermitinae_gen.A_1	2	G_A_norm	0.518631813125695
BDIT078_Cubitermes_ugandensis_1	2	G_A_norm	0
BDIT087_Odontotermes_sp._1	2	G_A_norm	0.724565756823821
BDIT089_Microcerotermes_progrediens_1	2	G_A_norm	0.113444152814232
BDIT101_Anenteotermes_polyscolus_1	2	G_A_norm	0.0643454514422256
BDIT102_Microcerotermes_fuscotibialis_1	2	G_A_norm	0
BDIT106_Cubitermes_oblectatus_1	2	G_A_norm	0.675857843137255
BDIT108_Foraminitermes_rhinoceros_1	2	G_A_norm	0.206426886792453
BDIT109_Aderitotermes_sp_1	2	G_A_norm	0.311204481792717
BDIT112_Astalotermes_murcus_1	2	G_A_norm	0.590286094477711
BDIT114_Trinevitermes_sp.A_1	2	G_A_norm	0
BDIT120_Astalotermes_sp._1	2	G_A_norm	0.939972480220158
BDIT121_Alyscotermes_sp.B_1	2	G_A_norm	1.99820305480683
BDIT129_Macrotermes_vitrialatus_Burundi_1	2	G_A_norm	0.155446756425949
BDIT27_Coptotermes_sjosdteti_Burundi_1	2	G_A_norm	0.165333333333333
BDIT8-M2A_Coptotermes_amanii_1	2	G_A_norm	0.573833573833574
BDIT8-M2B_Microtermes_sp_Burundi_1	2	G_A_norm	0.682773109243697
Beybienkoa_karandanensis_1	0	G_A_norm	0
Bifid_1	1	G_A_norm	0.321575061525841
BLA48_Laxta_sp._1	0	G_A_norm	0
Blatella_germanica_1	0	G_A_norm	1.86666666666667
BRA12_Aparatermes_sp.A_1	2	G_A_norm	0.834985679665125
BRA13_Spinitermes_sp.A_1	2	G_A_norm	0.710906298003072
BRA15_Glyptotermes_1	1	G_A_norm	0
BRA1_Constrictotermes_cyphergaster_1	2	G_A_norm	0.111678685897436
BRA28_Anoplotermes-group_sp.I_1	2	G_A_norm	0.732470334412082
BRA29_Labiotermes_sp._1	2	G_A_norm	0.260992020028165
BRA2_Inquilinitermes_sp._1	2	G_A_norm	0.197916666666667
BRA31_Serritermes_serrifer_1	1	G_A_norm	0.0549682875264271
BRA3_Cornitermes_cumulans_1	2	G_A_norm	0.592553191489362
BRA7_Patawatermes_sp.A_1	2	G_A_norm	0.470275791624106
BRA8_Labiotermes_sp._1	2	G_A_norm	0
BRU3_Amitermes_dentatus_1	2	G_A_norm	0.513450834879406
BRU6_Nasutitermes_matangensis_1	2	G_A_norm	0.939768647786199
BRU8_Hospitalitermes_hospitalis_1	2	G_A_norm	1.32291666666667
BUidUT_Blattella_lituricollis_1	0	G_A_norm	0.592071611253197
BV_Blattella_vaga_1	0	G_A_norm	0.252645502645503
CA10_Synacanthotermes_sp._1	2	G_A_norm	0.0693069306930693
CA11_Duplidentitermes_sp._1	2	G_A_norm	0.0826783114992722
CA12_Astalotermes_Cameroon_1	2	G_A_norm	0.435013262599469
CA13_Ophiotermes_sp._1	2	G_A_norm	1.09956363636364
CA15_Apicotermitinae_gen.B_Cameroon_1	2	G_A_norm	0.139275074478649
CA18_Amalotermes_phaeocephalus_Cameroon_1	2	G_A_norm	0.22408229124647
CA1_Cubitermes_fungifaber_1	2	G_A_norm	0.555050505050505
CA20_Leptomyxotermes_doriae_1	2	G_A_norm	0.100559163059163
CA25_Pericapritermes_nigerianus_1	2	G_A_norm	0.629956564382794
CA26_Sphaerotermes_sphaerothorax_1	2	G_A_norm	0.152085590465872
CA27_Acanthotermes_acanthotorax_Cameroon_1	2	G_A_norm	0.166908563134978
CA35_Basidentitermes_aurivillii_Cameroon_1	2	G_A_norm	0.595374149659864
CA37_Sphaerotermes_sp.A_1	2	G_A_norm	0.125442086648983
CA38_Aderitotermes_sp_Cameroon_1	2	G_A_norm	0.309166666666667
CA8_Postsubulitermes_parviconstrictus_1	2	G_A_norm	0.305836139169472
CA9_Jugositermes_tuberculatus_1	2	G_A_norm	0
CAM16-31_NODE_1_length_16055_cov_206745_ID_2275_1	1	G_A_norm	0.134196439686294
Carbrunneria_paramaxi_1	0	G_A_norm	0.37403499742666
CHI15-157_NODE_1_length_15696_cov_532996_ID_1259_1	1	G_A_norm	0.101929167866398
CHI15-24_1	1	G_A_norm	0
CHI15-75_1	1	G_A_norm	0.423981993042767
CHI15-85_NODE_1_length_15781_cov_415385_ID_1981_1	1	G_A_norm	0.288600288600289
COL17-26_NODE_1_length_15512_cov_173959_ID_51_1	1	G_A_norm	0.0417473884140551
COL2012L04_Patawatermes_turricola_1	2	G_A_norm	1.70791812550498
COL2012L05_Cavitermes_tuberosus_1	2	G_A_norm	0.388070053754118
COL-2012L08_Nasutitermes_sp._1	2	G_A_norm	0.340247678018576
COL2012T03_Humutermes_krishnai_1	2	G_A_norm	0.147465437788018
COL2012-T09_Microcerotermes_sp._1	2	G_A_norm	1.21775898520085
COL-4PUERTO_Heterotermes_nr_tenuis_1	2	G_A_norm	0.222826086956522
COL-SAS_Nasutitermes_sp._1	2	G_A_norm	0.40752242926156
COPACI_Coptotermes_acinaciformis_Australia_1	2	G_A_norm	0.647840531561462
COPFRE_Coptotermes_frenchi_Australia_1	2	G_A_norm	1.60808080808081
COP-LAC_Coptotermes_lacteus_Australia_1	2	G_A_norm	0.267272727272727
Coptotermes_formosanus_Miyako_1	2	G_A_norm	0
CR_Cryptocercus_relictus_1	0	G_A_norm	0
CRYAUS_Cryptotermes_austrinus_Australia_1	1	G_A_norm	0.421590909090909
CRYBREVIS_Cryptotermes_brevis_Australia_1	1	G_A_norm	0.398402948402948
CRYDOMESTI_Cryptotermes_domesticus_1	1	G_A_norm	0.280497756017952
CRYDRUDDLE_Cryptotermes_dudleyi_Australia_1	1	G_A_norm	0.200537774308266
Cryptocercus_hirtus_1	0	G_A_norm	0.197551020408163
Cryptocercus_meridianus_1	0	G_A_norm	1.05215419501134
Cryptocercus_punctulatus_sp_CR18_1	0	G_A_norm	0
Cryptotermes_secundus_1	1	G_A_norm	0.146452223273415
CRYQUEEN_Cryptotermes_queenslandicus_Australia_1	1	G_A_norm	0.981578947368421
CU_1490_0_NODE_2_length_15846_cov_660191_ID_1569873_1	1	G_A_norm	0.482302973100519
Dentispicotermes_brevicarinatus_1	2	G_A_norm	0.0968791208791209
Dolichorhinotermes_longilabius_1	2	G_A_norm	0
Drepanotermes_ISO312_1	2	G_A_norm	0.169715142428786
E16_Microtermes_sp_Pakistan_1	2	G_A_norm	0.0601541894907689
E17-RS-34-2-TR_NODE_1_length_15518_cov_51521_ID_229_1	1	G_A_norm	0.377880184331797
E31_Microtermes_obesi_Pakistan_1	2	G_A_norm	0.598987341772152
E42_Microcerotermes_sp.3_1	2	G_A_norm	0.287773981165097
E48_Coptotermes_heimi_Pakistan_1	2	G_A_norm	0.279009433962264
E50_Microtermes_sp1_Pakistan_1	2	G_A_norm	0.684891240446796
E58_Kalotermitidae_spA_Pakistan_1	1	G_A_norm	0
E6_Amitermes_sp.A_1	2	G_A_norm	0.543758967001435
EC1466_0_NODE_3_length_15795_cov_299853_ID_608187_1	1	G_A_norm	0
Ectobius_sp_Z254C_1	0	G_A_norm	0
Elliptorhina_davidi_22_1	0	G_A_norm	0.624603677869372
Embiratermes_neotenicus_French_Guiana_1	2	G_A_norm	0.289144445848604
ES_Eupolyphaga_sinensis_1	0	G_A_norm	1.02118644067797
Eublaberus_distanti_25_1	0	G_A_norm	0
FG16-11_1	1	G_A_norm	0.103326846446113
FG17-7_NODE_1_length_15536_cov_109291_ID_76_1	1	G_A_norm	0.0465940953323437
FG-ND2-12_1	1	G_A_norm	0.31949806949807
FG-ND2-19_Anhangatermes_macarthuri_1	2	G_A_norm	0.0741383916644403
FG-ND2-26_Ruptitermes_nr.xanthochiton_1	2	G_A_norm	0.338962962962963
FG-N-D2-2_Neotermes_spA_FG_1	1	G_A_norm	0.201407784218621
FG-ND2-30_Nasutitermes_sp._1	2	G_A_norm	0.581818181818182
FG-ND2-32_Nasutitermes_sp.SC_1	2	G_A_norm	1.0497287522604
FG-ND2-33_Anoplotermes-group_sp.SB_1	2	G_A_norm	0.814268632921483
FG-ND2-38_Microcerotermes_sp.SA_1	2	G_A_norm	0.629023458810693
FG-ND2-3_Comatermes_sp._1	1	G_A_norm	0
FG-ND2-43_Tetimatermes_sp.A_1	2	G_A_norm	0.0941880341880342
FG-ND2-48_Ruptitermes_arboreus_1	2	G_A_norm	0.160926030491248
FLY667_0_NODE_1_length_15810_cov_38592_ID_136216_1	1	G_A_norm	0
G13-017_Anoplotermes-group_sp.N_1	2	G_A_norm	0.096365518744551
G13-023_Embiratermes_brevinasus_1	2	G_A_norm	0.157809757809758
G13-026_Heterotermes_crinitus_FG_1	2	G_A_norm	0.191166513998965
G13-028_Planicapritermes_planiceps_1	2	G_A_norm	0.18328028145418
G13-034_Anoplotermes_parvus_1	2	G_A_norm	0.208547008547009
G13-036_Termes_fatalis_1	2	G_A_norm	3.8452818627451
G13-065_Anoplotermes-group_sp.Q_1	2	G_A_norm	0.326159528375595
G13-067_Crepititermes_verruculosus_1	2	G_A_norm	0
G13-069_Anoplotermes-group_sp.AF_1	2	G_A_norm	0.224035752453123
G13-072_Rubeotermes_jheringi_1	2	G_A_norm	0.472215195210389
G13-080_Neocapritermes_taracua_1	2	G_A_norm	0
G13-081_Aparatermes_nr.cingulatus_1	2	G_A_norm	1.05327102803738
G13-084_Termes_sp.A_1	2	G_A_norm	0.279849812265332
G13-101_Silvestritermes_heyeri_1	2	G_A_norm	0.89297385620915
G13-107_Coptotermes_testaceus_FG_1	2	G_A_norm	0
G13-10_Longustitermes_manni_1	2	G_A_norm	0.387181738366989
G13-114_Compositermes_vindai_1	2	G_A_norm	0.374322493224932
G13-116_Anoplotermes_sp.E1_1	2	G_A_norm	0.661498708010336
G13-117_Nasutitermes_banksi_1	2	G_A_norm	0.0801498127340824
G13-120_Patawatermes_nigripunctatus_1	2	G_A_norm	1.70535714285714
G13-122_Anoplotermes_janus_1	2	G_A_norm	0.622826086956522
G13-127_Nasutitermes_similis_1	2	G_A_norm	0.192725477287689
G13-130_Coatitermes_sp.2_1	2	G_A_norm	0.873241662715347
G13-140_Spinitermes_trispinosus_1	2	G_A_norm	0.273321449792038
G13-142_Anoplotermes_sp.E1_1	2	G_A_norm	0.195440860215054
G678_Rugitermes_sp_A_1	1	G_A_norm	0.460667371281896
G679_Caetetermes_taquarussu_1	2	G_A_norm	0.231281317108089
G680_Anoplotermes_sp.E1_1	2	G_A_norm	0.5785
G681_Neocapritermes_araguaia_1	2	G_A_norm	0.499090909090909
G683_Neocapritermes_sp.H_1	2	G_A_norm	0.0898876404494382
G685_Atlantitermes_oculatissimus_1	2	G_A_norm	0.569361921983983
G686_Cyrilliotermes_angulariceps_1	2	G_A_norm	0.1328197945845
G687_Cylindrotermes_parvignathus_1	2	G_A_norm	0
G689_Microcerotermes_sp._1	2	G_A_norm	1.48450946643718
G693_Cornitermes_pugnax_1	2	G_A_norm	0.12109375
G697_Orthognathotermes_aduncus_1	2	G_A_norm	0.0568853427895981
G699_Inquilinitermes_inquilinus_1	2	G_A_norm	0.07125
G700_Constrictotermes_cavifrons_1	2	G_A_norm	0
G702_Glossotermes_oculatus_1	1	G_A_norm	0
G707_Neocapritermes_angusticeps_1	2	G_A_norm	0.241158267020336
G711_Labiotermes_labralis_1	2	G_A_norm	0.197997775305895
G712_Subulitermes_sp._1	2	G_A_norm	0.70828025477707
G715_Syntermes_spinosus_1	2	G_A_norm	0.286605138438513
G718_Nasutitermes_octopilis_1	2	G_A_norm	0.125472411186697
G721_Anoplotermes-group_sp.AD_1	2	G_A_norm	1.06219426974144
G728_Agnathotermes_crassinasus_1	2	G_A_norm	0.241570635936833
G729_Araujotermes_parvellus_1	2	G_A_norm	0
G733_Nasutitermes_macrocephalus_1	2	G_A_norm	0.457377209256908
G736_Atlantitermes_snyderi_1	2	G_A_norm	0.452586206896552
G740_Coatitermes_kartaboensis_1	2	G_A_norm	0.34896331738437
G751_Rhinotermes_hispidus_FG_1	2	G_A_norm	0.122525817555938
G769_Dihoplotermes_sp.A_1	2	G_A_norm	0.362805267868559
Glypto1_Glyptotermes_fuscus_Japan_1	1	G_A_norm	0.5125
Glyptotermes_satsumensis_1	1	G_A_norm	0
GP17-13_1	1	G_A_norm	0.321649484536082
GR2200_NODE_14_length_15769_cov_491341_ID_624588_1	1	G_A_norm	0.200302679604736
Heterotermes_ISO183_1	2	G_A_norm	2.47634514899026
Hodotermopsis_sjosdteti_1	1	G_A_norm	0.109657248726262
I9_Mastotermes_darwiniensis_1	2	G_A_norm	0.0280869104398516
Incisitermes_arizonensis_1	1	G_A_norm	0
Incisitermes_minor_1	1	G_A_norm	0.429194533294562
IND1_Microtermes_sp.C_India_1	2	G_A_norm	4.09401939655172
IND2_Trinervitermes_sp._1	2	G_A_norm	0.954893617021277
IND3_Heterotermes_malabaricus_1	2	G_A_norm	0.612794612794613
IND5_Nasutitermes_sp.B_1	2	G_A_norm	0.235464514794124
IND6_Odontotermes_sp.C_1	2	G_A_norm	0.685367264314633
IND8_Odontotermes_sp.B_1	2	G_A_norm	1.66508538899431
IS13_Reticulitermes_flavipes_1	2	G_A_norm	5.15131578947368
IS17_Microhodotermes_viator_1	1	G_A_norm	0
IS57_Reticulitermes_flavipes_1	2	G_A_norm	1.14314516129032
IS59_Reticulitermes_virginicus_1	2	G_A_norm	1.2093896713615
IS95_Macrotermes_subhyalinus_1	2	G_A_norm	0.703030303030303
ISO207_Porotermes_adamsoni_1	1	G_A_norm	0
ISO262_Neotermes_insularis_1	1	G_A_norm	0.36089980439035
ISO314_Schedorhinotermes_breinli_Australia_1	2	G_A_norm	0
ISO360_Macrognathotermes_errator_1	2	G_A_norm	0
ISO845_Zootermopsis_angusticollis_1	1	G_A_norm	0.115307486631016
JE91_Nocticola_sp._1	0	G_A_norm	0
KE15-10_1	1	G_A_norm	0.162634800349752
KE15-140_1	1	G_A_norm	0.195298692117356
KE15-30_1	1	G_A_norm	0.172731606546957
KF_Kalotermes_flavicollis_1	1	G_A_norm	0.0603888888888889
Lamproblatta_sp_1	0	G_A_norm	2.76117103235747
Macrotermes_barneyi_1	2	G_A_norm	0
MAD15-108_NODE_1_length_15757_cov_110743_ID_123_1	1	G_A_norm	0.27906976744186
MAD15-1_1	1	G_A_norm	0.120646766169154
MAD15-128_NODE_1_length_16052_cov_832021_ID_301_1	1	G_A_norm	0
MAD15-171_NODE_1_length_15507_cov_475004_ID_850_1	1	G_A_norm	0.102718168812589
MAD15-2_1	1	G_A_norm	0.454
MAL10_Neotermes_spA_Malaysia_1	1	G_A_norm	0.490200396388461
MAL21_Microcerotermes_crassus_1	2	G_A_norm	1.95681511470985
MAL27_Hospitalitermes_medioflavus_1	2	G_A_norm	0.129937747594793
MAL29_Parrhinotermes_sp2_Malaysia_1	2	G_A_norm	0.541613924050633
MAL36_Cryptotermes_sp1_Malaysia_1	1	G_A_norm	0.3907041761314
MAL41_Odontotermes_sp.K_1	2	G_A_norm	2.10892857142857
Methana_sp_AUS1_1	0	G_A_norm	0
MLA11_Coptotermes_sepangensis_1	2	G_A_norm	2.332
Nasutitermes_ISO352_1	2	G_A_norm	0.656207827260459
Nasutitermes_nr.perparvus_Thailand_1	2	G_A_norm	0.20839552238806
Nasutitermes_takasagoensis_Japan_1	2	G_A_norm	2.28454968944099
NEW4_Microcerotermes_baluchistanicus_1	2	G_A_norm	0.433358153387937
NG21_Glyptotermes_spA_NewGuinea_1	1	G_A_norm	0.169363442389758
NG52_Parrhinotermes_browni_1	2	G_A_norm	0
NG55_Pericapritermes_spB_NewGuinea_1	2	G_A_norm	0.89469387755102
NG69_Nasutitermes_bikpelanus_1	2	G_A_norm	0.322062552831784
NG71_Microcerotermes_biroi_1	2	G_A_norm	1.84333333333333
NG77_Termitogeton_planus_1	1	G_A_norm	0.168397098563504
NG79_Coptotermes_elisae_New_Guinea_1	2	G_A_norm	0.319836956521739
NG91_Prorhinotermes_inopinatus_New_Guinea_1	1	G_A_norm	1.68396226415094
NSW6_Occasitermes_occasus_1	2	G_A_norm	0.331863609641387
NU_mod_1	1	G_A_norm	0
Odontotermes_formosanus_Japan_1	2	G_A_norm	1.48698412698413
PA942_NODE_72_length_15794_cov_8138327_1	1	G_A_norm	0
Panesthia_angustipennis_Z138PA_1	0	G_A_norm	0
Panesthia_sp_Salganea_1	0	G_A_norm	0.19321903294163
Paranauphoeta_circumda_1	0	G_A_norm	0
Periplaneta_americana_1	0	G_A_norm	0
PF_Periplaneta_fuliginosa_1	0	G_A_norm	0
PHI3_Hospitalitermes_sp._1	2	G_A_norm	1.91246403150083
PHI6_1	1	G_A_norm	0.281650815810139
Phyllodromica_sp._1	0	G_A_norm	0.335807050092764
Polyzosteria_viridissima_1	0	G_A_norm	0
Prorhinotermes_canalifrons_1	1	G_A_norm	0.772220452373367
Prorhinotermes_simplex_Cuba_1	1	G_A_norm	0.0698425751879699
Protagonista_lugubris_1	0	G_A_norm	0
RDCT003_Schedorhinotermes_putiorus_Congo_1	2	G_A_norm	0.684050939963614
RDCT008_Trichotermes_ducis_1	2	G_A_norm	0
RDCT011_Macrotermes_muelleri_Congo_1	2	G_A_norm	0
RDCT012_Furculitermes_longilabius_1	2	G_A_norm	1.37081565299387
RDCT014_Pericapritermes_sp.A_1	2	G_A_norm	0.135243902439024
RDCT016_Protermes_prorepens_1	2	G_A_norm	0.457945774787255
RDCT033_Microcerotermes_fuscotibialis_1	2	G_A_norm	0.257512612415003
RDCT040_Acidnotermes_praus_1	2	G_A_norm	0.271428571428571
RDCT046_Astalotermes_quietus_1	2	G_A_norm	0.147482507888599
RDCT047_Furculitermes_cubitalis_1	2	G_A_norm	0.833386967015286
RDCT048_Microtermes_sp._1	2	G_A_norm	1.17073170731707
RDCT051_Orthotermes_depressifrons_1	2	G_A_norm	0.382154882154882
RDCT052_Astalotermes_sp.B_1	2	G_A_norm	0.389144370122631
RDCT077_Furculitermes_winifredae_1	2	G_A_norm	0.559838709677419
RDCT100_Noditermes_cristifrons_1	2	G_A_norm	0
RDCT106_Nasutitermes_lujae_1	2	G_A_norm	0.139345259827188
RDCT108_Procubitermes_undulans_1	2	G_A_norm	0.318576388888889
RDCT112_Schedorhinotermes_lamanianus_Congo_1	2	G_A_norm	0
RDCT121_Ateuchotermes_sp.C_1	2	G_A_norm	0.199177543357769
RDCT125_Tuberculitermes_bycanistes_1	2	G_A_norm	0.263682745825603
RDCT128_Thoracotermes_macrothorax_1	2	G_A_norm	0.688125
RDCT129_Crenetermes_albotarsalis_1	2	G_A_norm	0.595436241610738
RDCT130_Cubitermes_sulcifrons_1	2	G_A_norm	0.807407407407407
RDCT131_Orthotermes_mansuetus_1	2	G_A_norm	0.183132530120482
RDCT137_Nasutitermes_latifrons_1	2	G_A_norm	0
RDCT141_Ophiotermes_grandilabius_1	2	G_A_norm	0.584341591447411
RDCT144_Odontotermes_sp.D_1	2	G_A_norm	0.482050032488629
RDCT147_Astratotermes_sp._1	2	G_A_norm	0.690897597977244
RDCT157_Nasutitermes_diabolus_1	2	G_A_norm	0.314814814814815
RDCT159_Proboscitermes_tubuliferus_1	2	G_A_norm	0
RDCT160_Odontotermes_nr.pauperans_1	2	G_A_norm	1.15674603174603
RDCT161_Pseudacanthotermes_militaris_Congo_1	2	G_A_norm	0.789115646258503
RDCT163_Glyptotermes_spA_Congo_1	1	G_A_norm	0.169347209082308
RDCT180_Cephalotermes_rectangularis_1	2	G_A_norm	0
RDCT183_Apilitermes_longiceps_1	2	G_A_norm	0.374890715159993
RDCT70_Ateuchotermes_retifaciens_1	2	G_A_norm	0.232873851294904
RET-GRA_Reticulitermes_grassei_France_1	2	G_A_norm	0.264548624564122
Reticulitermes_aculabialis_China_1	2	G_A_norm	0.869834390961151
Reticulitermes_chinensis_China_1	2	G_A_norm	0.832234432234432
Reticulitermes_hageni_1	2	G_A_norm	0.520173239115569
Rhabdoblatta_sp_1	0	G_A_norm	0
SAF1_Microtermes_sp.A_1	2	G_A_norm	0.716666666666667
SAF2_Macrotermes_falciger_SouthAfrica_1	2	G_A_norm	2.49984350547731
SAF3_Microtermes_sp.B_1	2	G_A_norm	0.101904761904762
SAF4_Amitermes_sp.5_1	2	G_A_norm	0.694092174450974
SAF5_Allodontermes_schultzei_1	2	G_A_norm	0.111989459815547
SAF7_Amitermes_sp.3_1	2	G_A_norm	0.189013190849891
SAF8_Amitermes_sp.4_1	2	G_A_norm	0.421308411214953
SING48_Microcerotermes_sp.B_1	2	G_A_norm	1.09185770750988
SING54_Hospitalitermes_hospitalis_1	2	G_A_norm	1.09724238026125
SING55_Bulbitermes_singaporensis_1	2	G_A_norm	0.279058321712739
SING58_Aciculitermes_aciculatus_1	2	G_A_norm	0.300152714146883
SING60_Macrotermes_malaccensis_1	2	G_A_norm	0.375344687753447
SING73_Termes_comis_1	2	G_A_norm	0.419196138494384
SING74_Neotermes_spA_Singapore_1	1	G_A_norm	0.545546558704453
SING75_Schedorhinotermes_medioobscurus_Singapore_1	2	G_A_norm	1.21215306980656
SING76_Glyptotermes_1	1	G_A_norm	0
SING77_Havilanditermes_proatripennis_1	2	G_A_norm	0.106879129420909
SING78_Hirtitermes_hirtiventris_1	2	G_A_norm	0.396014492753623
SING80_Coptotermes_kalshoveni_Singapore_1	2	G_A_norm	1.50709677419355
SING86_Globitermes_globosus_1	2	G_A_norm	0.122241086587436
SING87_Macrotermes_carbonarius_Singapore_1	2	G_A_norm	0.513165266106443
SING88_Procapritermes_sp.G_1	2	G_A_norm	0
SING89_Mirocapritermes_connectens_1	2	G_A_norm	0.304597701149425
SING91_Macrotermes_gilvus_Singapore_1	2	G_A_norm	0
Sinocapritermes_mushae_Japan_1	2	G_A_norm	1.14893617021277
T1.10e_Prohamitermes_mirabilis_1	2	G_A_norm	0.455716586151369
T1.15a_Leucopitermes_leucops_1	2	G_A_norm	0
T13_Heterotermes_tenuis_FG_1	2	G_A_norm	0.476363636363636
T1.6c_Procapritermes_sp.A_1	2	G_A_norm	0.552549427679501
T1.6d_Pericapritermes_dolichocephalus_1	2	G_A_norm	1.89333333333333
T2.13c_Schedorhinotermes_longirostris_Singapore_1	2	G_A_norm	2.42118537200504
T2.19a_Oriensubulitermes_inanis_1	2	G_A_norm	2.994555353902
T2.1c_Microcerotermes_havilandi_1	2	G_A_norm	0.362139917695473
T2.1d_Schedorhinotermes_translucens_Singapore_1	2	G_A_norm	0.962056811113415
T2.1e_Amitermes_dentatus_1	2	G_A_norm	1.06153846153846
T3.10E_Bulbitermes_sp.B_1	2	G_A_norm	0.253690665455371
T4.12_Odontotermes_sp.A_1	2	G_A_norm	0.807904411764706
T4.14A_Euhamitermes_hamatus_1	2	G_A_norm	0.0874716981132075
T6.9a_Parrhinotermes_spB_Singapore_1	2	G_A_norm	0.306612685560054
TBRU1.1b_Parrhinotermes_aequalis_spB_Brunei_1	2	G_A_norm	0.868663594470046
TBRU1.22c_Parrhinotermes_microdentiformis_spA_Brunei_1	2	G_A_norm	0.688491815569162
