Species	A_both	T_both	G_both	C_both	A_fr	T_fr	G_fr	C_fr	Taxonomy	Sociality	Termites
RDCT046_Astalotermes_quietus_1	1134	268	114	160	0.676610978520286	0.159904534606205	0.0680190930787589	0.0954653937947494	Apicotermitinae	2	1
RDCT047_Furculitermes_cubitalis_1	1139	202	171	266	0.640607424071991	0.113610798650169	0.0961754780652418	0.149606299212598	Cubitermitinae	2	1
RDCT048_Microtermes_sp._1	1254	151	150	254	0.693200663349917	0.0834715312327253	0.0829187396351575	0.1404090657822	Macrotermitinae	2	1
RDCT051_Orthotermes_depressifrons_1	1207	209	125	212	0.688533941814033	0.119224187107815	0.0713063320022818	0.12093553907587	Cubitermitinae	2	1
RDCT052_Astalotermes_sp.B_1	1148	247	126	209	0.663583815028902	0.142774566473988	0.0728323699421965	0.120809248554913	Apicotermitinae	2	1
RDCT077_Furculitermes_winifredae_1	1123	214	195	263	0.625626740947075	0.119220055710306	0.108635097493036	0.146518105849582	Cubitermitinae	2	1
RDCT100_Noditermes_cristifrons_1	1141	217	154	214	0.661066048667439	0.125724217844728	0.0892236384704519	0.123986095017381	Cubitermitinae	2	1
RDCT106_Nasutitermes_lujae_1	1200	209	123	235	0.67911714770798	0.118279569892473	0.0696095076400679	0.132993774759479	Nasutitermitinae	2	1
RDCT108_Procubitermes_undulans_1	1146	250	130	181	0.671353251318102	0.146455770357352	0.0761570005858231	0.106033977738723	Cubitermitinae	2	1
RDCT112_Schedorhinotermes_lamanianus_Congo_1	1289	150	78	242	0.732802728823195	0.0852757248436612	0.0443433769187038	0.13757816941444	Rhinotermitinae	2	1
RDCT121_Ateuchotermes_sp.C_1	1241	182	68	231	0.720673635307782	0.105691056910569	0.0394889663182346	0.134146341463415	Apicotermitinae	2	1
RDCT125_Tuberculitermes_bycanistes_1	1209	199	118	222	0.691647597254005	0.113844393592677	0.0675057208237986	0.127002288329519	Termes-group	2	1
RDCT128_Thoracotermes_macrothorax_1	1179	217	101	208	0.691495601173021	0.127272727272727	0.0592375366568915	0.121994134897361	Cubitermitinae	2	1
RDCT129_Crenetermes_albotarsalis_1	1222	235	86	167	0.714619883040936	0.137426900584795	0.0502923976608187	0.0976608187134503	Cubitermitinae	2	1
RDCT130_Cubitermes_sulcifrons_1	1216	228	90	162	0.716981132075472	0.134433962264151	0.0530660377358491	0.0955188679245283	Cubitermitinae	2	1
RDCT131_Orthotermes_mansuetus_1	1221	198	127	209	0.695726495726496	0.112820512820513	0.0723646723646724	0.119088319088319	Cubitermitinae	2	1
RDCT137_Nasutitermes_latifrons_1	1193	171	121	301	0.667973124300112	0.0957446808510638	0.0677491601343785	0.168533034714446	Nasutitermitinae	2	1
RDCT141_Ophiotermes_grandilabius_1	1094	194	204	296	0.611856823266219	0.108501118568233	0.114093959731544	0.165548098434004	Cubitermitinae	2	1
RDCT144_Odontotermes_sp.D_1	1300	112	122	289	0.713110257816785	0.0614371914426769	0.0669226549643445	0.158529895776193	Macrotermitinae	2	1
RDCT147_Astratotermes_sp._1	1188	225	98	188	0.699234844025898	0.132430841671572	0.0576809888169511	0.11065332548558	Apicotermitinae	2	1
RDCT157_Nasutitermes_diabolus_1	1228	191	101	231	0.701313535122787	0.109080525414049	0.0576813249571673	0.131924614505997	Nasutitermitinae	2	1
RDCT159_Proboscitermes_tubuliferus_1	1219	215	142	177	0.695379349686252	0.122646891043925	0.0810039931545921	0.100969766115231	Cubitermitinae	2	1
RDCT160_Odontotermes_nr.pauperans_1	1241	114	179	281	0.683746556473829	0.0628099173553719	0.0986225895316804	0.154820936639118	Macrotermitinae	2	1
RDCT161_Pseudacanthotermes_militaris_Congo_1	1309	161	67	251	0.732102908277405	0.0900447427293065	0.0374720357941834	0.140380313199105	Macrotermitinae	2	1
RDCT163_Glyptotermes_spA_Congo_1	1209	206	73	173	0.72787477423239	0.124021673690548	0.0439494280553883	0.104154124021674	Kalotermitidae	1	1
RDCT180_Cephalotermes_rectangularis_1	1238	181	103	224	0.709049255441008	0.103665521191294	0.058991981672394	0.128293241695304	Cephalo-group	2	1
RDCT183_Apilitermes_longiceps_1	1255	190	64	168	0.748360166964818	0.11329755515802	0.0381633870005963	0.100178890876565	Cubitermitinae	2	1
RDCT70_Ateuchotermes_retifaciens_1	1263	183	68	209	0.733023795705165	0.106210098665119	0.0394660475914103	0.121300058038305	Apicotermitinae	2	1
RET-GRA_Reticulitermes_grassei_France_1	1208	191	154	232	0.676750700280112	0.107002801120448	0.0862745098039216	0.129971988795518	Coptotermitinae	2	1
Reticulitermes_aculabialis_China_1	1249	188	131	205	0.704455724760293	0.106034968979131	0.0738860688099267	0.115623237450649	Coptotermitinae	2	1
Reticulitermes_chinensis_China_1	1245	167	139	232	0.69826135726304	0.0936623667975322	0.0779584969153113	0.130117779024117	Coptotermitinae	2	1
Reticulitermes_hageni_1	1237	167	144	244	0.690290178571429	0.0931919642857143	0.0803571428571429	0.136160714285714	Coptotermitinae	2	1
Rhabdoblatta_sp_1	757	523	60	122	0.517783857729138	0.357729138166895	0.0410396716826265	0.0834473324213406	Blaberidae	0	0
SAF1_Microtermes_sp.A_1	1288	142	101	258	0.719955282280604	0.0793739519284516	0.0564561207378424	0.144214645053102	Macrotermitinae	2	1
SAF2_Macrotermes_falciger_SouthAfrica_1	1343	156	70	185	0.765678449258837	0.088939566704675	0.0399087799315849	0.105473204104903	Macrotermitinae	2	1
SAF3_Microtermes_sp.B_1	1272	128	120	290	0.702762430939227	0.0707182320441989	0.0662983425414365	0.160220994475138	Macrotermitinae	2	1
SAF4_Amitermes_sp.5_1	1265	202	79	191	0.728267127230858	0.11629245826137	0.0454807138744963	0.109959700633276	Amitermes-group	2	1
SAF5_Allodontermes_schultzei_1	1284	128	135	290	0.698965704953729	0.0696788241698421	0.0734893848666304	0.157866086009799	Macrotermitinae	2	1
SAF7_Amitermes_sp.3_1	1267	183	82	211	0.726907630522088	0.104991394148021	0.0470453241537579	0.121055651176133	Amitermes-group	2	1
SAF8_Amitermes_sp.4_1	1279	208	76	171	0.73760092272203	0.119953863898501	0.0438292964244521	0.0986159169550173	Amitermes-group	2	1
SING48_Microcerotermes_sp.B_1	1259	188	101	227	0.709295774647887	0.105915492957746	0.0569014084507042	0.127887323943662	Microcerotermes	2	1
SING54_Hospitalitermes_hospitalis_1	1173	188	131	265	0.667615253272624	0.107000569151964	0.0745589072282299	0.150825270347183	Nasutitermitinae	2	1
SING55_Bulbitermes_singaporensis_1	1181	172	134	282	0.667608818541549	0.0972300734878462	0.0757490107405314	0.159412097230073	Nasutitermitinae	2	1
SING58_Aciculitermes_aciculatus_1	1176	244	69	192	0.699583581201666	0.145151695419393	0.041046995835812	0.114217727543129	Nasutitermitinae	2	1
SING60_Macrotermes_malaccensis_1	1312	164	79	216	0.740824392998306	0.0926030491247883	0.0446075663466968	0.121964991530209	Macrotermitinae	2	1
SING73_Termes_comis_1	1203	187	136	224	0.687428571428571	0.106857142857143	0.0777142857142857	0.128	Termes-group	2	1
SING74_Neotermes_spA_Singapore_1	1209	206	99	170	0.717933491686461	0.122327790973872	0.0587885985748219	0.100950118764846	Kalotermitidae	1	1
SING75_Schedorhinotermes_medioobscurus_Singapore_1	1252	174	100	241	0.708545557441992	0.098471986417657	0.0565930956423316	0.136389360498019	Rhinotermitinae	2	1
SING76_Glyptotermes_1	1174	212	62	237	0.69673590504451	0.125816023738872	0.0367952522255193	0.140652818991098	Kalotermitidae	1	1
SING77_Havilanditermes_proatripennis_1	1178	214	95	206	0.695806261075015	0.12640283520378	0.0561134081512109	0.121677495569994	Nasutitermitinae	2	1
SING78_Hirtitermes_hirtiventris_1	1246	197	45	206	0.735537190082645	0.11629279811098	0.0265643447461629	0.121605667060213	Nasutitermitinae	2	1
SING80_Coptotermes_kalshoveni_Singapore_1	1388	131	55	244	0.763476347634763	0.0720572057205721	0.0302530253025303	0.134213421342134	Coptotermitinae	2	1
SING86_Globitermes_globosus_1	1242	182	93	252	0.702091577162239	0.10288298473714	0.0525720746184285	0.142453363482193	Amitermes-group	2	1
SING87_Macrotermes_carbonarius_Singapore_1	1314	147	78	236	0.740281690140845	0.0828169014084507	0.043943661971831	0.132957746478873	Macrotermitinae	2	1
SING88_Procapritermes_sp.G_1	1174	263	112	181	0.678612716763006	0.152023121387283	0.0647398843930636	0.104624277456647	Pericapritermes-group	2	1
SING89_Mirocapritermes_connectens_1	1273	203	71	164	0.744009351256575	0.11864406779661	0.0414962010520164	0.0958503798947984	Pericapritermes-group	2	1
SING91_Macrotermes_gilvus_Singapore_1	1370	127	65	214	0.771396396396396	0.071509009009009	0.0365990990990991	0.120495495495495	Macrotermitinae	2	1
Sinocapritermes_mushae_Japan_1	1260	224	32	150	0.756302521008403	0.134453781512605	0.0192076830732293	0.0900360144057623	Termes-group	2	1
T1.10e_Prohamitermes_mirabilis_1	1275	194	68	205	0.731917336394948	0.111366245694604	0.0390355912743972	0.117680826636051	Amitermes-group	2	1
T1.15a_Leucopitermes_leucops_1	1142	285	75	198	0.671764705882353	0.167647058823529	0.0441176470588235	0.116470588235294	Nasutitermitinae	2	1
T13_Heterotermes_tenuis_FG_1	1279	134	159	250	0.701975850713502	0.0735455543358946	0.0872667398463227	0.137211855104281	Coptotermitinae	2	1
T1.6c_Procapritermes_sp.A_1	1191	271	45	131	0.727106227106227	0.165445665445665	0.0274725274725275	0.07997557997558	Pericapritermes-group	2	1
T1.6d_Pericapritermes_dolichocephalus_1	1245	257	89	134	0.721739130434783	0.148985507246377	0.0515942028985507	0.0776811594202899	Pericapritermes-group	2	1
T2.13c_Schedorhinotermes_longirostris_Singapore_1	1240	176	99	245	0.704545454545455	0.1	0.05625	0.139204545454545	Rhinotermitinae	2	1
T2.19a_Oriensubulitermes_inanis_1	1209	254	62	178	0.709923664122137	0.149148561362302	0.0364063417498532	0.104521432765708	Nasutitermitinae	2	1
T2.1c_Microcerotermes_havilandi_1	1199	210	139	226	0.67587373167982	0.118376550169109	0.0783540022547914	0.12739571589628	Microcerotermes	2	1
T2.1d_Schedorhinotermes_translucens_Singapore_1	1257	186	87	240	0.710169491525424	0.105084745762712	0.0491525423728814	0.135593220338983	Rhinotermitinae	2	1
T2.1e_Amitermes_dentatus_1	1282	177	64	189	0.748831775700935	0.10338785046729	0.0373831775700935	0.110397196261682	Amitermes-group	2	1
T3.10E_Bulbitermes_sp.B_1	1161	210	119	242	0.670323325635104	0.121247113163972	0.0687066974595843	0.139722863741339	Nasutitermitinae	2	1
T4.12_Odontotermes_sp.A_1	1220	140	185	288	0.66557555919258	0.0763775231860338	0.100927441352973	0.157119476268412	Macrotermitinae	2	1
T4.14A_Euhamitermes_hamatus_1	1260	177	158	192	0.705092333519866	0.0990486849468383	0.0884163402350308	0.107442641298265	Apicotermitinae	2	1
T6.9a_Parrhinotermes_spB_Singapore_1	1233	169	117	232	0.70416904625928	0.096516276413478	0.0668189605939463	0.132495716733295	Rhinotermitinae	2	1
TBRU1.1b_Parrhinotermes_aequalis_spB_Brunei_1	1234	168	109	240	0.704740148486579	0.0959451741861793	0.0622501427755568	0.137064534551685	Rhinotermitinae	2	1
TBRU1.22c_Parrhinotermes_microdentiformis_spA_Brunei_1	1205	214	86	206	0.70426651081239	0.125073056691993	0.0502630040911747	0.120397428404442	Rhinotermitinae	2	1
TBRU1-3_Coptotermes_travians_Brunei_1	1300	148	131	248	0.711548987411056	0.0810071154898741	0.0717022441160372	0.135741652983032	Coptotermitinae	2	1
TBRU2.3A_Schedorhinotermes_sarawakensis_Brunei_1	1294	152	74	257	0.728193584693303	0.0855374226223973	0.0416432189082724	0.144625773776027	Rhinotermitinae	2	1
TBRU3.12b_Nasutitermes_neoparvus_1	1247	198	72	193	0.729239766081871	0.115789473684211	0.0421052631578947	0.112865497076023	Nasutitermitinae	2	1
TBRU3.17a_Nasutitermes_longirostris_1	1223	220	72	199	0.713535589264877	0.128354725787631	0.0420070011668611	0.11610268378063	Nasutitermitinae	2	1
TBRU3.18a_Microcerotermes_nr.havilandi_1	1195	212	141	219	0.676287492925863	0.119977362761743	0.0797962648556876	0.123938879456706	Microcerotermes	2	1
TBRU3.23a_Orientotermes_emersoni_1	1101	305	50	164	0.67962962962963	0.188271604938272	0.0308641975308642	0.101234567901235	Cephalo-group	2	1
TBRU5.4a_Glyptotermes_1	1122	236	147	236	0.644457208500862	0.135554279149914	0.0844342331993107	0.135554279149914	Kalotermitidae	1	1
TBRU7.17B_Heterotermes_tenuior_Brunei_1	1250	154	134	257	0.696378830083565	0.0857938718662953	0.0746518105849582	0.143175487465181	Coptotermitinae	2	1
TBRU8.14E_Labritermes_buttelreepeni_1	1248	172	127	229	0.702702702702703	0.0968468468468468	0.071509009009009	0.128941441441441	Foraminitermitinae	2	1
TBRU8.15B_Procapritermes_martyni_1	1182	270	59	142	0.715063520871143	0.163339382940109	0.0356926799758016	0.0859044162129462	Pericapritermes-group	2	1
TBRU9.12E_Microcerotermes_serrula_1	1205	222	101	190	0.70139697322468	0.129220023282887	0.0587892898719441	0.110593713620489	Microcerotermes	2	1
TBRU9.19A_Macrotermes_sp.B_1	1337	142	71	205	0.761823361823362	0.0809116809116809	0.0404558404558405	0.116809116809117	Macrotermitinae	2	1
TBRU9.19E_Odontotermes_mathuri_1	1326	101	106	270	0.735440931780366	0.0560177481974487	0.0587909040488075	0.149750415973378	Macrotermitinae	2	1
THAI008_Hypotermes_makhamensis_1	1296	98	117	294	0.718005540166205	0.0542936288088643	0.064819944598338	0.162880886426593	Macrotermitinae	2	1
THAI021_Nasutitermes_sp.2_1	1217	221	71	186	0.717994100294985	0.130383480825959	0.0418879056047198	0.109734513274336	Nasutitermitinae	2	1
THAI023_Parrhinotermes_spA_Thailand_1	1223	203	115	203	0.701261467889908	0.116399082568807	0.0659403669724771	0.116399082568807	Rhinotermitinae	2	1
THAI026_Dicuspiditermes_sp.2_1	1252	202	89	160	0.735173223722842	0.118614210217264	0.0522607163828538	0.0939518496770405	Pericapritermes-group	2	1
THAI028_Pericapritermes_sp.2_1	1241	243	85	150	0.721931355439209	0.141361256544503	0.0494473531122746	0.087260034904014	Pericapritermes-group	2	1
THAI031_Glyptotermes_sp3_Thailand_1	1125	203	136	264	0.651041666666667	0.117476851851852	0.0787037037037037	0.152777777777778	Kalotermitidae	1	1
THAI036_Termes_rostratus_1	1249	196	111	204	0.709659090909091	0.111363636363636	0.0630681818181818	0.115909090909091	Termes-group	2	1
THAI037_Procapritermes_sp.1_1	1191	279	60	145	0.711044776119403	0.166567164179104	0.0358208955223881	0.0865671641791045	Pericapritermes-group	2	1
THAI043_Nasutitermes_sp.3_1	1227	217	71	195	0.717543859649123	0.126900584795322	0.0415204678362573	0.114035087719298	Nasutitermitinae	2	1
THAI046_Nasutitermes_matangensis_1	1167	171	186	297	0.640856672158155	0.0939044481054366	0.102141680395387	0.163097199341021	Nasutitermitinae	2	1
THAI052_Hospitalitermes_sp.D_1	1200	184	129	261	0.676437429537768	0.103720405862458	0.07271702367531	0.147125140924464	Nasutitermitinae	2	1
THAI055_Microcerotermes_sp.A_1	1200	183	156	232	0.677583286278938	0.103331451157538	0.088085827216262	0.130999435347261	Microcerotermes	2	1
THAI056_Nasutitermes_sp.1_1	1211	215	71	191	0.717417061611374	0.127369668246445	0.0420616113744076	0.113151658767773	Nasutitermitinae	2	1
THAI061_Pericapritermes_sp.3_1	1228	232	99	150	0.718548858981861	0.135751901696899	0.0579286132241077	0.0877706260971328	Pericapritermes-group	2	1
THAI063_Schedorhinotermes_sp3_Thailand_1	1243	183	93	249	0.703054298642534	0.103506787330317	0.0526018099547511	0.140837104072398	Rhinotermitinae	2	1
THAI064_Odontotermes_javanicus_1	1294	111	136	290	0.706717640633534	0.0606226105953031	0.0742763517203714	0.158383397050792	Macrotermitinae	2	1
THAI067_Hospitalitermes_sp.C_1	1230	200	90	206	0.712630359212051	0.115874855156431	0.052143684820394	0.119351100811124	Nasutitermitinae	2	1
THAI071_Macrotermes_annandalei_1	1352	133	71	212	0.764705882352941	0.0752262443438914	0.040158371040724	0.119909502262443	Macrotermitinae	2	1
THAI076_Globitermes_sulphureus_1	1251	182	101	249	0.701626472237802	0.102075154234436	0.0566461020751542	0.139652271452608	Amitermes-group	2	1
THAI078_Mirocapritermes_sp.2_1	1260	211	63	159	0.744240992321323	0.12463083284111	0.0372120496160662	0.0939161252215003	Pericapritermes-group	2	1
THAI084_Schedorhinosp_Thailand_1	1236	174	118	239	0.699490662139219	0.098471986417657	0.0667798528579513	0.135257498585173	Rhinotermitinae	2	1
THAI088_Microtermes_obesi_Thailand_1	1264	131	117	281	0.704963747908533	0.0730619074177356	0.0652537646402677	0.156720580033463	Macrotermitinae	2	1
THAI091_Aciculitermes_maymyoensis_1	1124	237	106	243	0.657309941520468	0.13859649122807	0.0619883040935673	0.142105263157895	Nasutitermitinae	2	1
THAI093_Bulbitermes_makhamensis_1	1222	186	89	240	0.703511801957398	0.107081174438687	0.051237766263673	0.138169257340242	Nasutitermitinae	2	1
THAI098_Reticulitermes_sp.A_1	1245	184	129	208	0.704983012457531	0.104190260475651	0.0730464326160815	0.117780294450736	Coptotermitinae	2	1
THAI100_Bulbitermes_nr.laticephalus_1	1212	234	65	165	0.723150357995227	0.139618138424821	0.0387828162291169	0.0984486873508353	Nasutitermitinae	2	1
THAI102_Odontotermes_longignathus_1	1320	106	109	271	0.730897009966777	0.0586932447397564	0.0603543743078627	0.150055370985604	Macrotermitinae	2	1
THAI105_Sinocapritermes_sp.1_1	1223	215	51	164	0.739866908650938	0.130066545674531	0.0308529945553539	0.0992135511191772	pericapritermes-group	2	1
THAI108_NODE_1_length_15711_cov_281392_ID_711_1	1207	215	79	194	0.712094395280236	0.126843657817109	0.0466076696165192	0.114454277286136	Kalotermitidae	1	1
THAI115_Odontotermes_sp.10_1	1244	97	178	318	0.677191072400653	0.0528034839412085	0.0968971148611867	0.173108328796952	Macrotermitinae	2	1
TP1.15A_Cryptotermes_sp3_Malaysia_1	1143	222	157	239	0.649063032367973	0.126064735945486	0.0891538898353208	0.135718341851221	Kalotermitidae	1	1
TP1.19B_Pericapritermes_sp.G_1	1217	250	78	170	0.709620991253644	0.145772594752187	0.0454810495626822	0.0991253644314869	Pericapritermes-group	2	1
Tryonicus_parvus_1	862	398	53	147	0.59041095890411	0.272602739726027	0.0363013698630137	0.100684931506849	Tryonicidae	0	0
WA2_Microcerotermes_newmani_1	1220	194	115	224	0.69594980034227	0.110667427267541	0.0656018254420993	0.127780946948089	Microcerotermes	2	1
Z140_Ectobiidae_sp._1	770	475	20	195	0.527397260273973	0.325342465753425	0.0136986301369863	0.133561643835616	Ectobiidae1	0	0
Z95_Rhyparobia_grandis_1	758	590	14	108	0.515646258503401	0.401360544217687	0.00952380952380952	0.073469387755102	Blaberidae	0	0
